c_custkey,c_name,revenue,c_acctbal,n_name,c_address,c_phone,c_comment,timestamp
1963,Customer#000001963,97613.2781,680.33,BRAZIL,WFokQKiIqXjIiH,12-406-701-6501,"ously fluffily express theodolites. ironic, final dolphins snooze regular ac",100069
1963,Customer#000001963,103676.1461,680.33,BRAZIL,WFokQKiIqXjIiH,12-406-701-6501,"ously fluffily express theodolites. ironic, final dolphins snooze regular ac",100069
1966,Customer#000001966,38799.566999999995,1937.72,ALGERIA,jPv1 UHra5JLALR5Isci5u0636RoAu7t vH,10-973-269-8886,the blithely even accounts. final deposits cajole around the blithely final packages. ,100222
1966,Customer#000001966,121143.1734,1937.72,ALGERIA,jPv1 UHra5JLALR5Isci5u0636RoAu7t vH,10-973-269-8886,the blithely even accounts. final deposits cajole around the blithely final packages. ,100222
1966,Customer#000001966,173483.7582,1937.72,ALGERIA,jPv1 UHra5JLALR5Isci5u0636RoAu7t vH,10-973-269-8886,the blithely even accounts. final deposits cajole around the blithely final packages. ,100222
1966,Customer#000001966,190367.71870000003,1937.72,ALGERIA,jPv1 UHra5JLALR5Isci5u0636RoAu7t vH,10-973-269-8886,the blithely even accounts. final deposits cajole around the blithely final packages. ,100222
980,Customer#000000980,9584.297999999999,4586.33,ARGENTINA,UsrigSqZBnmbXhXNR6ibloq60qHBUj42kwX,11-572-281-8212,"st have to integrate above the regularly regular accounts. regular, final waters breach blithely ",119562
1120,Customer#000001120,17447.172,1543.64,BRAZIL,UAG90slCmJS7JOP AhlV12tYD3yUiyB1p2hxZ,12-938-579-7156,r theodolites boost. slyly final pinto beans sleep blithely unusual accounts. fluffily even multipliers ,127509
2095,Customer#000002095,10209.3761,-774.65,ARGENTINA,0 OueqmMRWmYNpHdPalFulibt,11-532-817-5775,into beans. carefully regular theodolites sleep above the carefully final asymptotes. theo,106801
2095,Customer#000002095,20878.2803,-774.65,ARGENTINA,0 OueqmMRWmYNpHdPalFulibt,11-532-817-5775,into beans. carefully regular theodolites sleep above the carefully final asymptotes. theo,106801
2212,Customer#000002212,19212.375,5151.33,BRAZIL,xrCTkFuEVvNALyyKIe6m,12-772-169-3141,ss orbits use quickly regular excuses. carefully even warhorses boost furiously. pl,112768
2212,Customer#000002212,56448.9581,5151.33,BRAZIL,xrCTkFuEVvNALyyKIe6m,12-772-169-3141,ss orbits use quickly regular excuses. carefully even warhorses boost furiously. pl,112768
2212,Customer#000002212,103024.2911,5151.33,BRAZIL,xrCTkFuEVvNALyyKIe6m,12-772-169-3141,ss orbits use quickly regular excuses. carefully even warhorses boost furiously. pl,112768
2212,Customer#000002212,125603.8439,5151.33,BRAZIL,xrCTkFuEVvNALyyKIe6m,12-772-169-3141,ss orbits use quickly regular excuses. carefully even warhorses boost furiously. pl,112768
2444,Customer#000002444,21070.7496,1097.81,BRAZIL,"p0Y1mQbJWqg,ytUmQffZwt,",12-687-694-2544, quickly bold pinto beans sleep blithely above the final theo,125981
2444,Customer#000002444,49810.3605,1097.81,BRAZIL,"p0Y1mQbJWqg,ytUmQffZwt,",12-687-694-2544, quickly bold pinto beans sleep blithely above the final theo,125982
235,Customer#000000235,42829.677,754.41,CANADA,bp0rIBMh4fMdQnHBmMnB,13-350-790-6416,hely ruthless instructions again,108099
2215,Customer#000002215,23729.3056,5712.3,CANADA,R0gKVPmbmeQbi0ytatCTyRzr1nq3,13-874-432-7443,g slyly across the fluffily regular pinto bea,112921
2368,Customer#000002368,34404.057,3745.48,CANADA,yiR1fYRTnJJA k3gjEkfACVERoiKwUlf2y4wm,13-796-760-9652,s sleep even packages. even packages cajole carefully. ironic asymptotes cajole slyly-- quietly bold deposits s,120724
2368,Customer#000002368,61582.584,3745.48,CANADA,yiR1fYRTnJJA k3gjEkfACVERoiKwUlf2y4wm,13-796-760-9652,s sleep even packages. even packages cajole carefully. ironic asymptotes cajole slyly-- quietly bold deposits s,120724
2368,Customer#000002368,111078.43950000001,3745.48,CANADA,yiR1fYRTnJJA k3gjEkfACVERoiKwUlf2y4wm,13-796-760-9652,s sleep even packages. even packages cajole carefully. ironic asymptotes cajole slyly-- quietly bold deposits s,120724
2368,Customer#000002368,156775.0395,3745.48,CANADA,yiR1fYRTnJJA k3gjEkfACVERoiKwUlf2y4wm,13-796-760-9652,s sleep even packages. even packages cajole carefully. ironic asymptotes cajole slyly-- quietly bold deposits s,120724
2368,Customer#000002368,158348.09550000002,3745.48,CANADA,yiR1fYRTnJJA k3gjEkfACVERoiKwUlf2y4wm,13-796-760-9652,s sleep even packages. even packages cajole carefully. ironic asymptotes cajole slyly-- quietly bold deposits s,120724
2368,Customer#000002368,162066.47610000003,3745.48,CANADA,yiR1fYRTnJJA k3gjEkfACVERoiKwUlf2y4wm,13-796-760-9652,s sleep even packages. even packages cajole carefully. ironic asymptotes cajole slyly-- quietly bold deposits s,120724
343,Customer#000000343,45829.648199999996,5521.36,CANADA,ejvvSNHIkJVm8I1zpQINNn5yyJbA,13-877-910-5134, unusual requests cajole blithely about the carefully express ideas. blithely even excuses above the pint,91807
343,Customer#000000343,64268.1042,5521.36,CANADA,ejvvSNHIkJVm8I1zpQINNn5yyJbA,13-877-910-5134, unusual requests cajole blithely about the carefully express ideas. blithely even excuses above the pint,91807
1966,Customer#000001966,193684.80010000002,1937.72,ALGERIA,jPv1 UHra5JLALR5Isci5u0636RoAu7t vH,10-973-269-8886,the blithely even accounts. final deposits cajole around the blithely final packages. ,131979
1966,Customer#000001966,262239.5501,1937.72,ALGERIA,jPv1 UHra5JLALR5Isci5u0636RoAu7t vH,10-973-269-8886,the blithely even accounts. final deposits cajole around the blithely final packages. ,131981
1966,Customer#000001966,280870.7601,1937.72,ALGERIA,jPv1 UHra5JLALR5Isci5u0636RoAu7t vH,10-973-269-8886,the blithely even accounts. final deposits cajole around the blithely final packages. ,131982
1966,Customer#000001966,336646.1481,1937.72,ALGERIA,jPv1 UHra5JLALR5Isci5u0636RoAu7t vH,10-973-269-8886,the blithely even accounts. final deposits cajole around the blithely final packages. ,131983
1966,Customer#000001966,362476.7727,1937.72,ALGERIA,jPv1 UHra5JLALR5Isci5u0636RoAu7t vH,10-973-269-8886,the blithely even accounts. final deposits cajole around the blithely final packages. ,131984
1399,Customer#000001399,29647.485,7352.14,ALGERIA,"FOuY,endAFj",10-775-919-7154,foxes across the silent platelets haggle fluffily special requests. unusu,135501
346,Customer#000000346,8578.872,238.14,BRAZIL,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",12-100-890-4659,ickly even pinto beans affix across the bravel,138011
601,Customer#000000601,15330.6,9768.21,ARGENTINA,"P3 Dv,6yllTNmL9yt6NUZZPZjvM2coWJd",11-104-635-9839,ly according to the unusual foxes. carefully ironic accounts haggle accounts-- regular dolphins will integ,146293
601,Customer#000000601,16828.2143,9768.21,ARGENTINA,"P3 Dv,6yllTNmL9yt6NUZZPZjvM2coWJd",11-104-635-9839,ly according to the unusual foxes. carefully ironic accounts haggle accounts-- regular dolphins will integ,146298
965,Customer#000000965,179566.573,4768.8,BRAZIL,"UigBc,9d1iLtQAVatnWACSDc9mNx0mYl",12-893-735-6415,lly enticing pinto beans haggle requests. evenly express grouch,151180
2602,Customer#000002602,20654.4384,6624.38,BRAZIL,NSpv4pM53jJXEwgjK4DK05wP4i6YjSafXhpnTHx,12-890-409-2341,sts integrate against the pac,132659
2602,Customer#000002602,25351.3569,6624.38,BRAZIL,NSpv4pM53jJXEwgjK4DK05wP4i6YjSafXhpnTHx,12-890-409-2341,sts integrate against the pac,132659
2602,Customer#000002602,87689.62889999998,6624.38,BRAZIL,NSpv4pM53jJXEwgjK4DK05wP4i6YjSafXhpnTHx,12-890-409-2341,sts integrate against the pac,132659
2621,Customer#000002621,12717.3024,2238.79,ALGERIA,"Fw5MmIt,tPuUe5LlhjbJXUDMpR",10-277-572-9420, ironic frets promise against the a,133628
2621,Customer#000002621,80923.6854,2238.79,ALGERIA,"Fw5MmIt,tPuUe5LlhjbJXUDMpR",10-277-572-9420, ironic frets promise against the a,133628
2713,Customer#000002713,9224.6515,34.94,ARGENTINA,"XMC,CkiFCPRFJhrA,ORclxUferDraM1HjuFteb",11-229-835-4209,ial theodolites. fluffily even instructions affix. express platel,138320
616,Customer#000000616,44151.443999999996,6898.65,ARGENTINA,yvUE7Qy3Ub6uGhPkuEJeOI,11-275-121-4443,ts. blithely bold packages sleep ,155989
2878,Customer#000002878,52677.538,3647.22,CANADA,ap7BWM4tvmq7bcucP2WeljjwOSiR,13-922-564-5342,"r requests. regular, special deposits",157463
2686,Customer#000002686,44241.88,1711.0,ALGERIA,swYLHCMgDINfhdDnv4HP,10-248-197-2553,ular foxes use carefully carefully careful ideas: theodolit,159253
2686,Customer#000002686,52934.525499999996,1711.0,ALGERIA,swYLHCMgDINfhdDnv4HP,10-248-197-2553,ular foxes use carefully carefully careful ideas: theodolit,159254
2686,Customer#000002686,99649.63029999999,1711.0,ALGERIA,swYLHCMgDINfhdDnv4HP,10-248-197-2553,ular foxes use carefully carefully careful ideas: theodolit,159255
2686,Customer#000002686,151207.3615,1711.0,ALGERIA,swYLHCMgDINfhdDnv4HP,10-248-197-2553,ular foxes use carefully carefully careful ideas: theodolit,159257
1072,Customer#000001072,39292.6534,7979.48,EGYPT,HpCr1tM88WoELSld708ByJ,14-432-882-6163,ic pinto beans are blithely across the grouches. furiously pending platelets sleep pe,139386
1072,Customer#000001072,58113.511,7979.48,EGYPT,HpCr1tM88WoELSld708ByJ,14-432-882-6163,ic pinto beans are blithely across the grouches. furiously pending platelets sleep pe,139388
302,Customer#000000302,24536.271200000003,1107.42,EGYPT,cJ3cHoAjAiaxTU2t87EJM,14-152-594-2967,dolphins haggle fluffily across the final requests. regularly unusual sentiments detect fluffily requests. regular,139910
302,Customer#000000302,59070.5552,1107.42,EGYPT,cJ3cHoAjAiaxTU2t87EJM,14-152-594-2967,dolphins haggle fluffily across the final requests. regularly unusual sentiments detect fluffily requests. regular,139912
302,Customer#000000302,91707.2912,1107.42,EGYPT,cJ3cHoAjAiaxTU2t87EJM,14-152-594-2967,dolphins haggle fluffily across the final requests. regularly unusual sentiments detect fluffily requests. regular,139914
1678,Customer#000001678,8773.9694,3396.57,EGYPT,"xq R0 eIkV019MjY8yRdj r,Gfd",14-624-973-2343,sits. fluffily even instructions are again,122408
1678,Customer#000001678,20226.8834,3396.57,EGYPT,"xq R0 eIkV019MjY8yRdj r,Gfd",14-624-973-2343,sits. fluffily even instructions are again,122408
1678,Customer#000001678,35469.2204,3396.57,EGYPT,"xq R0 eIkV019MjY8yRdj r,Gfd",14-624-973-2343,sits. fluffily even instructions are again,122408
1678,Customer#000001678,95592.6404,3396.57,EGYPT,"xq R0 eIkV019MjY8yRdj r,Gfd",14-624-973-2343,sits. fluffily even instructions are again,141217
1678,Customer#000001678,98830.8656,3396.57,EGYPT,"xq R0 eIkV019MjY8yRdj r,Gfd",14-624-973-2343,sits. fluffily even instructions are again,141218
1678,Customer#000001678,123330.3952,3396.57,EGYPT,"xq R0 eIkV019MjY8yRdj r,Gfd",14-624-973-2343,sits. fluffily even instructions are again,141220
1678,Customer#000001678,157431.2323,3396.57,EGYPT,"xq R0 eIkV019MjY8yRdj r,Gfd",14-624-973-2343,sits. fluffily even instructions are again,141222
1678,Customer#000001678,192948.6961,3396.57,EGYPT,"xq R0 eIkV019MjY8yRdj r,Gfd",14-624-973-2343,sits. fluffily even instructions are again,141223
2101,Customer#000002101,14830.5024,6902.62,EGYPT,P gcq86Nk9IJ KL8c mtO1GU,14-942-154-3144,uests affix carefully carefully unusual accounts. quickly express reque,122408
2101,Customer#000002101,34577.4744,6902.62,EGYPT,P gcq86Nk9IJ KL8c mtO1GU,14-942-154-3144,uests affix carefully carefully unusual accounts. quickly express reque,122408
2782,Customer#000002782,55413.808000000005,5748.17,EGYPT,gxaPcL7wRmyRfI2ZsStTleodGa2q,14-101-523-4217," integrate about the instructions. bold, bold deposits sleep ",141839
2782,Customer#000002782,59949.49600000001,5748.17,EGYPT,gxaPcL7wRmyRfI2ZsStTleodGa2q,14-101-523-4217," integrate about the instructions. bold, bold deposits sleep ",141839
2782,Customer#000002782,65035.17280000001,5748.17,EGYPT,gxaPcL7wRmyRfI2ZsStTleodGa2q,14-101-523-4217," integrate about the instructions. bold, bold deposits sleep ",141839
500,Customer#000000500,52287.7068,3300.82,EGYPT,fy7qx5fHLhcbFL93duj9,14-194-736-4233,s boost furiously. slyly special deposits sleep quickly above the furiously i,122408
500,Customer#000000500,72760.1688,3300.82,EGYPT,fy7qx5fHLhcbFL93duj9,14-194-736-4233,s boost furiously. slyly special deposits sleep quickly above the furiously i,122408
500,Customer#000000500,122573.6962,3300.82,EGYPT,fy7qx5fHLhcbFL93duj9,14-194-736-4233,s boost furiously. slyly special deposits sleep quickly above the furiously i,122408
259,Customer#000000259,11091.8808,3335.29,ETHIOPIA,kwh9i86Wj1Zq14nwTdhxapIkLEI,15-907-674-2046,furiously unusual instructions. s,153009
259,Customer#000000259,65695.8393,3335.29,ETHIOPIA,kwh9i86Wj1Zq14nwTdhxapIkLEI,15-907-674-2046,furiously unusual instructions. s,153009
259,Customer#000000259,93643.3413,3335.29,ETHIOPIA,kwh9i86Wj1Zq14nwTdhxapIkLEI,15-907-674-2046,furiously unusual instructions. s,153009
1010,Customer#000001010,49950.12,1652.78,ETHIOPIA,uasIK CZZ5,15-221-463-3776,ing ideas doze carefully accounts. slyly regular theodolites poach. carefully pending de,153009
1010,Customer#000001010,59637.216,1652.78,ETHIOPIA,uasIK CZZ5,15-221-463-3776,ing ideas doze carefully accounts. slyly regular theodolites poach. carefully pending de,153009
1010,Customer#000001010,98644.899,1652.78,ETHIOPIA,uasIK CZZ5,15-221-463-3776,ing ideas doze carefully accounts. slyly regular theodolites poach. carefully pending de,153009
1034,Customer#000001034,12522.143999999998,7349.82,ETHIOPIA,"Fn5qqb64TSKuJWz4f8GpPkF,c3WY3yqjsV,GgHu",15-370-179-6631,"bout the ironic requests-- packages wake. requests haggle silent, ",153009
1034,Customer#000001034,26579.284499999998,7349.82,ETHIOPIA,"Fn5qqb64TSKuJWz4f8GpPkF,c3WY3yqjsV,GgHu",15-370-179-6631,"bout the ironic requests-- packages wake. requests haggle silent, ",153009
1034,Customer#000001034,100424.2095,7349.82,ETHIOPIA,"Fn5qqb64TSKuJWz4f8GpPkF,c3WY3yqjsV,GgHu",15-370-179-6631,"bout the ironic requests-- packages wake. requests haggle silent, ",153009
1316,Customer#000001316,37334.92,-158.39,ETHIOPIA,nmbpR1rqOdlUDvT6C HXUhm2,15-642-801-1329, might wake. sometimes unusual requests cajole carefully about the excuses. stealthily final requests wake quick,153009
1906,Customer#000001906,27031.2075,3448.1,ETHIOPIA,pByvzLPeSKa8Zlh5ncJwAuYK2U,15-956-730-8661," the fluffily special foxes. carefully pending deposits by the special, final accounts wake care",153009
1906,Customer#000001906,63844.957899999994,3448.1,ETHIOPIA,pByvzLPeSKa8Zlh5ncJwAuYK2U,15-956-730-8661," the fluffily special foxes. carefully pending deposits by the special, final accounts wake care",153009
1948,Customer#000001948,29642.445000000003,1704.12,ETHIOPIA,"4aCCe9W1s4,VdYswJWigEOJ2sW6Thh",15-227-107-9153,s about the blithely regular deposits cajole blithely ,153009
1948,Customer#000001948,98586.61120000001,1704.12,ETHIOPIA,"4aCCe9W1s4,VdYswJWigEOJ2sW6Thh",15-227-107-9153,s about the blithely regular deposits cajole blithely ,153009
1948,Customer#000001948,146598.61390000003,1704.12,ETHIOPIA,"4aCCe9W1s4,VdYswJWigEOJ2sW6Thh",15-227-107-9153,s about the blithely regular deposits cajole blithely ,153009
2147,Customer#000002147,15681.061,5571.7,ETHIOPIA,"maxUjXXxOAxS6p,TUsq",15-211-947-8620,ly unusual ideas cajole. slyly express foxes sleep slyly pending excuses. ideas promise c,153009
2192,Customer#000002192,46798.717,8562.12,ETHIOPIA,w5ryGeEZRssjUXEQLuHRerD2rqF06g KZnqL9Wt,15-880-427-8202," the special, bold dependenci",153009
2192,Customer#000002192,92759.6194,8562.12,ETHIOPIA,w5ryGeEZRssjUXEQLuHRerD2rqF06g KZnqL9Wt,15-880-427-8202," the special, bold dependenci",153009
596,Customer#000000596,37134.384,1722.88,ETHIOPIA,hoByQV2JchlIWfzPFW8I0nCI,15-484-811-5482,ecial deposits after the slyly regular packages dazzle furiously across the courts. accounts wake. reg,153009
596,Customer#000000596,95335.584,1722.88,ETHIOPIA,hoByQV2JchlIWfzPFW8I0nCI,15-484-811-5482,ecial deposits after the slyly regular packages dazzle furiously across the courts. accounts wake. reg,153009
2603,Customer#000002603,19992.888000000003,2943.56,ETHIOPIA,RGhadk6dF5dOLleKMi2Qan,15-535-161-7366,"rmanent warhorses are about the pending, bold pinto beans. enticing packages nag car",153009
2633,Customer#000002633,50753.9528,7882.14,ETHIOPIA,"k2KcCkv7k1BXIV9VH,SqTzBUBEj",15-412-179-5201,the slyly pending packages unwind slyly blithely final pearls. furiously ironic dependencies boos,153009
2633,Customer#000002633,61709.6648,7882.14,ETHIOPIA,"k2KcCkv7k1BXIV9VH,SqTzBUBEj",15-412-179-5201,the slyly pending packages unwind slyly blithely final pearls. furiously ironic dependencies boos,153009
2633,Customer#000002633,95880.71059999999,7882.14,ETHIOPIA,"k2KcCkv7k1BXIV9VH,SqTzBUBEj",15-412-179-5201,the slyly pending packages unwind slyly blithely final pearls. furiously ironic dependencies boos,153009
700,Customer#000000700,7357.92,4367.53,ALGERIA,"zyWvi,SGc,tXTls",10-351-119-7514, bold excuses. furiously even asymptotes across the carefully regular dugouts cajole fur,160589
700,Customer#000000700,67783.29000000001,4367.53,ALGERIA,"zyWvi,SGc,tXTls",10-351-119-7514, bold excuses. furiously even asymptotes across the carefully regular dugouts cajole fur,160590
2759,Customer#000002759,40231.707,6262.86,EGYPT,x1e4BVbKZt Bup6uZsOcYblZrZNNIdkdzRPl,14-135-613-6056,as sleep furiously instructions. regular pinto beans ,163195
2759,Customer#000002759,89991.54699999999,6262.86,EGYPT,x1e4BVbKZt Bup6uZsOcYblZrZNNIdkdzRPl,14-135-613-6056,as sleep furiously instructions. regular pinto beans ,163199
1216,Customer#000001216,62599.036499999995,2155.06,CANADA,CSf1BbFhJhucmvftOwYLQACMEqgXj,13-673-633-4561,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above,166509
262,Customer#000000262,13695.2256,1561.8,EGYPT,DcUOAFBxMu8oGKvIqbDx7xgeZ,14-698-169-5201,ress packages above the ironic accounts are against the ironic pinto beans. carefully final accoun,166913
2603,Customer#000002603,45158.292,2943.56,ETHIOPIA,RGhadk6dF5dOLleKMi2Qan,15-535-161-7366,"rmanent warhorses are about the pending, bold pinto beans. enticing packages nag car",168653
2603,Customer#000002603,61061.634000000005,2943.56,ETHIOPIA,RGhadk6dF5dOLleKMi2Qan,15-535-161-7366,"rmanent warhorses are about the pending, bold pinto beans. enticing packages nag car",168656
3073,Customer#000003073,28664.181,57.07,ARGENTINA,Wayt5 guTeTQbigXvIznjK,11-686-205-9821,ckages. silently bold theodolites nag special accounts. accounts along the account,156681
3091,Customer#000003091,54959.50639999999,2051.91,BRAZIL,VQgzeBETreukMUXXbR6C,12-848-402-5035, bold instructions against the slyly even requests wake slyly furiously special instructions. slyly special pinto b,157599
3097,Customer#000003097,27082.1824,-968.58,ALGERIA,mr31Jx91Gml DVV4UpOWQ0okTze1JJAy,10-452-558-9617,ans haggle furiously permanent t,157905
3097,Customer#000003097,52718.5204,-968.58,ALGERIA,mr31Jx91Gml DVV4UpOWQ0okTze1JJAy,10-452-558-9617,ans haggle furiously permanent t,157905
3097,Customer#000003097,72482.5972,-968.58,ALGERIA,mr31Jx91Gml DVV4UpOWQ0okTze1JJAy,10-452-558-9617,ans haggle furiously permanent t,157905
3280,Customer#000003280,57599.17799999999,-308.34,EGYPT,"HVMjhJlCpxh SEdM1h,IW5Bg",14-809-969-7739,nag slyly against the blithely bold accounts. express platelets ,167238
3280,Customer#000003280,78221.67719999999,-308.34,EGYPT,"HVMjhJlCpxh SEdM1h,IW5Bg",14-809-969-7739,nag slyly against the blithely bold accounts. express platelets ,167238
3280,Customer#000003280,105801.8372,-308.34,EGYPT,"HVMjhJlCpxh SEdM1h,IW5Bg",14-809-969-7739,nag slyly against the blithely bold accounts. express platelets ,167238
3313,Customer#000003313,63984.96719999999,2109.32,EGYPT,n8unRYTyEdTOo9prC,14-341-623-4900,eep across the ironic deposits. fluffily special t,168921
3313,Customer#000003313,81185.91119999999,2109.32,EGYPT,n8unRYTyEdTOo9prC,14-341-623-4900,eep across the ironic deposits. fluffily special t,168921
3313,Customer#000003313,157610.7688,2109.32,EGYPT,n8unRYTyEdTOo9prC,14-341-623-4900,eep across the ironic deposits. fluffily special t,168921
3361,Customer#000003361,40443.956,9366.53,ALGERIA,NpUZDgFwktC8RcQkwcs0OxSnHxH,10-930-380-5331,y throughout the pinto beans. requests snooze fluffily blithel,171369
3370,Customer#000003370,13113.4608,567.72,EGYPT,PNlWD33goS,14-898-561-7613,uickly regular accounts wake deposits. carefully busy platelets sleep fluffily quickly regular packages. expr,171828
3370,Customer#000003370,47587.8778,567.72,EGYPT,PNlWD33goS,14-898-561-7613,uickly regular accounts wake deposits. carefully busy platelets sleep fluffily quickly regular packages. expr,171828
3427,Customer#000003427,44656.38,1208.93,EGYPT,",n9UfpWQcD",14-384-435-1383,ly after the furiously regular pinto beans. furiously regular deposits are blithely within the ,174735
3427,Customer#000003427,107053.149,1208.93,EGYPT,",n9UfpWQcD",14-384-435-1383,ly after the furiously regular pinto beans. furiously regular deposits are blithely within the ,174735
3427,Customer#000003427,174310.4658,1208.93,EGYPT,",n9UfpWQcD",14-384-435-1383,ly after the furiously regular pinto beans. furiously regular deposits are blithely within the ,174735
3457,Customer#000003457,6489.693,4258.62,ALGERIA,22CoVqc4NkTziGCflanpA3bqh,10-862-951-1119,"structions. slyly bold accounts nag slyly across the ironic, pending ac",176265
3457,Customer#000003457,17377.5609,4258.62,ALGERIA,22CoVqc4NkTziGCflanpA3bqh,10-862-951-1119,"structions. slyly bold accounts nag slyly across the ironic, pending ac",176265
3457,Customer#000003457,68606.15650000001,4258.62,ALGERIA,22CoVqc4NkTziGCflanpA3bqh,10-862-951-1119,"structions. slyly bold accounts nag slyly across the ironic, pending ac",176265
3457,Customer#000003457,74806.50370000002,4258.62,ALGERIA,22CoVqc4NkTziGCflanpA3bqh,10-862-951-1119,"structions. slyly bold accounts nag slyly across the ironic, pending ac",176265
3505,Customer#000003505,52931.700000000004,3272.81,EGYPT,ehGdpZzQtmhmQsQJPEYB,14-417-990-7543,"nding, even pinto beans. quickly special accounts sleep. blithely",178713
571,Customer#000000571,21225.7892,8993.23,BRAZIL,"hCrDDrMzGhsa6,5K4rGXQ",12-115-414-4819,"le fluffily. ironic, pending accounts poach quickly iron",182601
571,Customer#000000571,57544.0832,8993.23,BRAZIL,"hCrDDrMzGhsa6,5K4rGXQ",12-115-414-4819,"le fluffily. ironic, pending accounts poach quickly iron",182602
571,Customer#000000571,70695.4412,8993.23,BRAZIL,"hCrDDrMzGhsa6,5K4rGXQ",12-115-414-4819,"le fluffily. ironic, pending accounts poach quickly iron",182605
571,Customer#000000571,135840.9692,8993.23,BRAZIL,"hCrDDrMzGhsa6,5K4rGXQ",12-115-414-4819,"le fluffily. ironic, pending accounts poach quickly iron",182607
1916,Customer#000001916,43158.612,1768.76,ETHIOPIA,jFGCdeXJVKzv7YDL,15-662-459-4512,into beans. even deposits among the fluffily even platelets cajole ab,184345
