c_custkey,c_name,revenue,c_acctbal,n_name,c_address,c_phone,c_comment,timestamp
16870,Customer#000016870,57929.390400000004,3522.52,BRAZIL,glhsJsQwb2X9Irtmx,12-646-795-1062,ully within the carefully regu,1597770
16870,Customer#000016870,34734.873600000006,3522.52,BRAZIL,glhsJsQwb2X9Irtmx,12-646-795-1062,ully within the carefully regu,1708513
16870,Customer#000016870,7.275957614183426E-12,3522.52,BRAZIL,glhsJsQwb2X9Irtmx,12-646-795-1062,ully within the carefully regu,1708513
21878,Customer#000021878,57543.404800000004,3760.93,CANADA,C6FcnLkF4Yg3K6jF2YId9,13-342-175-6297,". bold packages above the regular, silent packages nag packages. slyly unusual foxes sleep. slyly regu",2103966
21878,Customer#000021878,69926.36630000001,3760.93,CANADA,C6FcnLkF4Yg3K6jF2YId9,13-342-175-6297,". bold packages above the regular, silent packages nag packages. slyly unusual foxes sleep. slyly regu",2103966
21910,Customer#000021910,57865.8,8140.07,CANADA,NEOlAvfuK1SiLJp1rCc5G,13-702-959-7272, carefully across the blithely regular dolphins. unusual,2107230
21878,Customer#000021878,12382.961500000005,3760.93,CANADA,C6FcnLkF4Yg3K6jF2YId9,13-342-175-6297,". bold packages above the regular, silent packages nag packages. slyly unusual foxes sleep. slyly regu",2197111
21878,Customer#000021878,5.4569682106375694E-12,3760.93,CANADA,C6FcnLkF4Yg3K6jF2YId9,13-342-175-6297,". bold packages above the regular, silent packages nag packages. slyly unusual foxes sleep. slyly regu",2197115
21910,Customer#000021910,0.0,8140.07,CANADA,NEOlAvfuK1SiLJp1rCc5G,13-702-959-7272, carefully across the blithely regular dolphins. unusual,2247401
22852,Customer#000022852,34317.5616,471.19,CANADA,ZR7u krOxyrx68r,13-315-261-7437,lly final accounts. carefully express requests use. furiously enticing deposits cajole about the slyly even accou,2300864
22852,Customer#000022852,98812.9779,471.19,CANADA,ZR7u krOxyrx68r,13-315-261-7437,lly final accounts. carefully express requests use. furiously enticing deposits cajole about the slyly even accou,2300870
22526,Customer#000022526,23979.865,8903.0,CANADA,"1jyX37IGie,vfjclKm",13-678-939-2615,", regular requests integrate quickly express, even ",2340418
22526,Customer#000022526,69265.7914,8903.0,CANADA,"1jyX37IGie,vfjclKm",13-678-939-2615,", regular requests integrate quickly express, even ",2340428
22850,Customer#000022850,43135.7285,1200.97,CANADA,"HgO7G,CyBd0FLe4pGzb00",13-799-980-6535," regular, even packages. furiously even ideas grow carefully across the express, regular ideas. braids haggle sl",2348148
22850,Customer#000022850,73381.6645,1200.97,CANADA,"HgO7G,CyBd0FLe4pGzb00",13-799-980-6535," regular, even packages. furiously even ideas grow carefully across the express, regular ideas. braids haggle sl",2348152
22850,Customer#000022850,85260.1267,1200.97,CANADA,"HgO7G,CyBd0FLe4pGzb00",13-799-980-6535," regular, even packages. furiously even ideas grow carefully across the express, regular ideas. braids haggle sl",2348160
22850,Customer#000022850,107133.7267,1200.97,CANADA,"HgO7G,CyBd0FLe4pGzb00",13-799-980-6535," regular, even packages. furiously even ideas grow carefully across the express, regular ideas. braids haggle sl",2348162
22526,Customer#000022526,45285.9264,8903.0,CANADA,"1jyX37IGie,vfjclKm",13-678-939-2615,", regular requests integrate quickly express, even ",2340418
22526,Customer#000022526,0.0,8903.0,CANADA,"1jyX37IGie,vfjclKm",13-678-939-2615,", regular requests integrate quickly express, even ",2340428
22850,Customer#000022850,63997.9982,1200.97,CANADA,"HgO7G,CyBd0FLe4pGzb00",13-799-980-6535," regular, even packages. furiously even ideas grow carefully across the express, regular ideas. braids haggle sl",2348148
22850,Customer#000022850,33752.0622,1200.97,CANADA,"HgO7G,CyBd0FLe4pGzb00",13-799-980-6535," regular, even packages. furiously even ideas grow carefully across the express, regular ideas. braids haggle sl",2348152
22850,Customer#000022850,21873.6,1200.97,CANADA,"HgO7G,CyBd0FLe4pGzb00",13-799-980-6535," regular, even packages. furiously even ideas grow carefully across the express, regular ideas. braids haggle sl",2348160
22850,Customer#000022850,0.0,1200.97,CANADA,"HgO7G,CyBd0FLe4pGzb00",13-799-980-6535," regular, even packages. furiously even ideas grow carefully across the express, regular ideas. braids haggle sl",2348162
22852,Customer#000022852,64495.4163,471.19,CANADA,ZR7u krOxyrx68r,13-315-261-7437,lly final accounts. carefully express requests use. furiously enticing deposits cajole about the slyly even accou,2320515
22852,Customer#000022852,0.0,471.19,CANADA,ZR7u krOxyrx68r,13-315-261-7437,lly final accounts. carefully express requests use. furiously enticing deposits cajole about the slyly even accou,2320515
22462,Customer#000022462,7555.878,2142.73,EGYPT,"f5XjsDp,6TU3wOOrhrDpsSTh",14-303-392-3510,quickly even theodolites are slyly. quietly bold requests sleep slyly a,2369028
24629,Customer#000024629,34664.036400000005,-867.26,EGYPT,cTq5LnOmlv0q8nx,14-301-469-9499, the blithely regular theodolites. ironic accounts use fluff,2393384
24629,Customer#000024629,35989.3464,-867.26,EGYPT,cTq5LnOmlv0q8nx,14-301-469-9499, the blithely regular theodolites. ironic accounts use fluff,2393386
22462,Customer#000022462,0.0,2142.73,EGYPT,"f5XjsDp,6TU3wOOrhrDpsSTh",14-303-392-3510,quickly even theodolites are slyly. quietly bold requests sleep slyly a,2418537
24311,Customer#000024311,70292.5824,9941.02,EGYPT,JbotLRUFUN3UWM69aZBzX3mdfutysUywBtQ7G,14-856-855-6267, carefully regular pinto beans across th,2528220
24629,Customer#000024629,1325.3099999999977,-867.26,EGYPT,cTq5LnOmlv0q8nx,14-301-469-9499, the blithely regular theodolites. ironic accounts use fluff,2648385
24629,Customer#000024629,-2.2737367544323206E-12,-867.26,EGYPT,cTq5LnOmlv0q8nx,14-301-469-9499, the blithely regular theodolites. ironic accounts use fluff,2648387
24311,Customer#000024311,0.0,9941.02,EGYPT,JbotLRUFUN3UWM69aZBzX3mdfutysUywBtQ7G,14-856-855-6267, carefully regular pinto beans across th,2607135
26434,Customer#000026434,12972.96,474.82,EGYPT,8PrAseokGFOozPlgv1Urol,14-431-485-7585,inal deposits hinder final requests. quickly regular foxes sleep.,2644826
26434,Customer#000026434,72483.81,474.82,EGYPT,8PrAseokGFOozPlgv1Urol,14-431-485-7585,inal deposits hinder final requests. quickly regular foxes sleep.,2644828
25700,Customer#000025700,53000.464,1030.38,EGYPT,"4grSJjCmlta BAiXwvNgq8,MWUnRU3tZUQ",14-683-146-1525,nstructions sleep. even requests are quickly around the blithely regular,2742976
25700,Customer#000025700,115149.07680000001,1030.38,EGYPT,"4grSJjCmlta BAiXwvNgq8,MWUnRU3tZUQ",14-683-146-1525,nstructions sleep. even requests are quickly around the blithely regular,2742976
25700,Customer#000025700,136432.3218,1030.38,EGYPT,"4grSJjCmlta BAiXwvNgq8,MWUnRU3tZUQ",14-683-146-1525,nstructions sleep. even requests are quickly around the blithely regular,2742976
25700,Customer#000025700,195782.40840000001,1030.38,EGYPT,"4grSJjCmlta BAiXwvNgq8,MWUnRU3tZUQ",14-683-146-1525,nstructions sleep. even requests are quickly around the blithely regular,2742976
25700,Customer#000025700,142781.9444,1030.38,EGYPT,"4grSJjCmlta BAiXwvNgq8,MWUnRU3tZUQ",14-683-146-1525,nstructions sleep. even requests are quickly around the blithely regular,2748813
25700,Customer#000025700,80633.3316,1030.38,EGYPT,"4grSJjCmlta BAiXwvNgq8,MWUnRU3tZUQ",14-683-146-1525,nstructions sleep. even requests are quickly around the blithely regular,2748813
25700,Customer#000025700,59350.08660000001,1030.38,EGYPT,"4grSJjCmlta BAiXwvNgq8,MWUnRU3tZUQ",14-683-146-1525,nstructions sleep. even requests are quickly around the blithely regular,2748813
25700,Customer#000025700,1.4551915228366852E-11,1030.38,EGYPT,"4grSJjCmlta BAiXwvNgq8,MWUnRU3tZUQ",14-683-146-1525,nstructions sleep. even requests are quickly around the blithely regular,2748813
26434,Customer#000026434,59510.85,474.82,EGYPT,8PrAseokGFOozPlgv1Urol,14-431-485-7585,inal deposits hinder final requests. quickly regular foxes sleep.,2823681
26434,Customer#000026434,0.0,474.82,EGYPT,8PrAseokGFOozPlgv1Urol,14-431-485-7585,inal deposits hinder final requests. quickly regular foxes sleep.,2823681
29029,Customer#000029029,40909.6584,6049.61,EGYPT,05ESQWFt4CxQKb59,14-453-946-8145,ges boost according to the dep,2833370
29029,Customer#000029029,70648.7688,6049.61,EGYPT,05ESQWFt4CxQKb59,14-453-946-8145,ges boost according to the dep,2833370
27319,Customer#000027319,3499.1974,6395.34,EGYPT,RRK22OvEAvB7sPnrRa4cV1oYq,14-252-174-4428,refully regular requests. blit,2855186
27319,Customer#000027319,0.0,6395.34,EGYPT,RRK22OvEAvB7sPnrRa4cV1oYq,14-252-174-4428,refully regular requests. blit,2913951
29029,Customer#000029029,29739.110400000005,6049.61,EGYPT,05ESQWFt4CxQKb59,14-453-946-8145,ges boost according to the dep,2932517
29029,Customer#000029029,3.637978807091713E-12,6049.61,EGYPT,05ESQWFt4CxQKb59,14-453-946-8145,ges boost according to the dep,2932517
29066,Customer#000029066,31853.8224,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3034546
29066,Customer#000029066,47253.0786,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3034546
29066,Customer#000029066,120605.75519999999,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3034546
29066,Customer#000029066,149085.0336,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3034546
29066,Customer#000029066,209393.2136,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3034546
29066,Customer#000029066,177539.39119999998,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3092147
29066,Customer#000029066,162140.13499999998,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3092147
29066,Customer#000029066,88787.45839999999,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3092147
29066,Customer#000029066,60308.17999999999,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3092147
29066,Customer#000029066,-7.275957614183426E-12,9269.73,ETHIOPIA,LP1KrSu28r JN3sdB,15-831-962-9629," instructions breach carefully after the slyly express accounts. final, ",3092147
31957,Customer#000031957,27631.546199999997,4839.94,ETHIOPIA,",EHlo2e42FSZYx4dw2sPdum",15-534-290-4934,beans. blithely even requests by the flu,3375686
31957,Customer#000031957,59419.670999999995,4839.94,ETHIOPIA,",EHlo2e42FSZYx4dw2sPdum",15-534-290-4934,beans. blithely even requests by the flu,3375688
31957,Customer#000031957,31788.124799999998,4839.94,ETHIOPIA,",EHlo2e42FSZYx4dw2sPdum",15-534-290-4934,beans. blithely even requests by the flu,3387029
31957,Customer#000031957,0.0,4839.94,ETHIOPIA,",EHlo2e42FSZYx4dw2sPdum",15-534-290-4934,beans. blithely even requests by the flu,3387029
37582,Customer#000037582,17125.2081,-370.51,FRANCE,RZBkMOT09rud28spPrX,16-764-974-4470,ses. blithely ironic dependencie,3740388
39685,Customer#000039685,83900.08,-962.59,FRANCE,AAoCsFbMEFwjENZJNYXABoh7IrXgBg,16-869-879-8505,"ke. express, final accounts are slyly ironic platelets. furiously regular dependencies ",3940808
37582,Customer#000037582,0.0,-370.51,FRANCE,RZBkMOT09rud28spPrX,16-764-974-4470,ses. blithely ironic dependencie,3993877
40271,Customer#000040271,26692.3602,6920.8,FRANCE,BdyshmjsssuI,16-736-843-6116,y special dependencies haggle final inst,4147776
40271,Customer#000040271,44833.6082,6920.8,FRANCE,BdyshmjsssuI,16-736-843-6116,y special dependencies haggle final inst,4147776
40271,Customer#000040271,49966.7132,6920.8,FRANCE,BdyshmjsssuI,16-736-843-6116,y special dependencies haggle final inst,4147776
39685,Customer#000039685,0.0,-962.59,FRANCE,AAoCsFbMEFwjENZJNYXABoh7IrXgBg,16-869-879-8505,"ke. express, final accounts are slyly ironic platelets. furiously regular dependencies ",4194685
41963,Customer#000041963,39447.405,8697.98,GERMANY,f8wmDDFhfIU7gD62k6yPI1RCB4pRsETSHfn,17-442-102-3081,deposits-- deposits detect carefully above the idly regular packages,4156520
41963,Customer#000041963,49416.6006,8697.98,GERMANY,f8wmDDFhfIU7gD62k6yPI1RCB4pRsETSHfn,17-442-102-3081,deposits-- deposits detect carefully above the idly regular packages,4156520
41963,Customer#000041963,104971.22279999999,8697.98,GERMANY,f8wmDDFhfIU7gD62k6yPI1RCB4pRsETSHfn,17-442-102-3081,deposits-- deposits detect carefully above the idly regular packages,4156520
40271,Customer#000040271,23274.353,6920.8,FRANCE,BdyshmjsssuI,16-736-843-6116,y special dependencies haggle final inst,4156521
40271,Customer#000040271,5133.105,6920.8,FRANCE,BdyshmjsssuI,16-736-843-6116,y special dependencies haggle final inst,4156521
40271,Customer#000040271,0.0,6920.8,FRANCE,BdyshmjsssuI,16-736-843-6116,y special dependencies haggle final inst,4156521
41963,Customer#000041963,65523.81779999999,8697.98,GERMANY,f8wmDDFhfIU7gD62k6yPI1RCB4pRsETSHfn,17-442-102-3081,deposits-- deposits detect carefully above the idly regular packages,4406201
41963,Customer#000041963,55554.62219999999,8697.98,GERMANY,f8wmDDFhfIU7gD62k6yPI1RCB4pRsETSHfn,17-442-102-3081,deposits-- deposits detect carefully above the idly regular packages,4406203
41963,Customer#000041963,-7.275957614183426E-12,8697.98,GERMANY,f8wmDDFhfIU7gD62k6yPI1RCB4pRsETSHfn,17-442-102-3081,deposits-- deposits detect carefully above the idly regular packages,4406207
52595,Customer#000052595,6528.96,354.84,INDIA,XkmAjsYiaQQI3UyAYRZQ0G je3C,18-509-307-3269,are carefully blithely regular theodolites. blithely final foxes haggle along the ,5412576
52595,Customer#000052595,86759.73120000001,354.84,INDIA,XkmAjsYiaQQI3UyAYRZQ0G je3C,18-509-307-3269,are carefully blithely regular theodolites. blithely final foxes haggle along the ,5412580
52595,Customer#000052595,130092.37120000001,354.84,INDIA,XkmAjsYiaQQI3UyAYRZQ0G je3C,18-509-307-3269,are carefully blithely regular theodolites. blithely final foxes haggle along the ,5412584
52595,Customer#000052595,199698.4912,354.84,INDIA,XkmAjsYiaQQI3UyAYRZQ0G je3C,18-509-307-3269,are carefully blithely regular theodolites. blithely final foxes haggle along the ,5412588
52595,Customer#000052595,193169.5312,354.84,INDIA,XkmAjsYiaQQI3UyAYRZQ0G je3C,18-509-307-3269,are carefully blithely regular theodolites. blithely final foxes haggle along the ,5412576
52595,Customer#000052595,112938.76,354.84,INDIA,XkmAjsYiaQQI3UyAYRZQ0G je3C,18-509-307-3269,are carefully blithely regular theodolites. blithely final foxes haggle along the ,5412580
52595,Customer#000052595,69606.12,354.84,INDIA,XkmAjsYiaQQI3UyAYRZQ0G je3C,18-509-307-3269,are carefully blithely regular theodolites. blithely final foxes haggle along the ,5412584
52595,Customer#000052595,0.0,354.84,INDIA,XkmAjsYiaQQI3UyAYRZQ0G je3C,18-509-307-3269,are carefully blithely regular theodolites. blithely final foxes haggle along the ,5412588
57721,Customer#000057721,31930.307500000003,300.03,INDONESIA,ozNicz9BpqcUjMSsIevRgYWf38Tfa,19-579-716-6123,carefully pending pinto beans. requests snooze slyly after the ,5927498
59770,Customer#000059770,8277.2604,-8.13,INDONESIA,"1YKvAXnYEP,NmPR GBeKflSf",19-975-309-3448,"the permanently express theodolites. ironic packages wake about the blithely special ideas. foxes cajole regular, t",5968962
59770,Customer#000059770,86661.012,-8.13,INDONESIA,"1YKvAXnYEP,NmPR GBeKflSf",19-975-309-3448,"the permanently express theodolites. ironic packages wake about the blithely special ideas. foxes cajole regular, t",5968962
59770,Customer#000059770,113819.422,-8.13,INDONESIA,"1YKvAXnYEP,NmPR GBeKflSf",19-975-309-3448,"the permanently express theodolites. ironic packages wake about the blithely special ideas. foxes cajole regular, t",5968962
59770,Customer#000059770,175632.9196,-8.13,INDONESIA,"1YKvAXnYEP,NmPR GBeKflSf",19-975-309-3448,"the permanently express theodolites. ironic packages wake about the blithely special ideas. foxes cajole regular, t",5968962
57721,Customer#000057721,0.0,300.03,INDONESIA,ozNicz9BpqcUjMSsIevRgYWf38Tfa,19-579-716-6123,carefully pending pinto beans. requests snooze slyly after the ,6014967
59527,Customer#000059527,6601.2944,487.46,IRAN,"r2a4LMv1DjQxWwOp8JLcPLpyee2wrH5,zUEJc",20-638-540-5246,"kly daring pinto beans wake always about the furiously even instructions. express, special ideas wake furious",5992526
59527,Customer#000059527,45803.899399999995,487.46,IRAN,"r2a4LMv1DjQxWwOp8JLcPLpyee2wrH5,zUEJc",20-638-540-5246,"kly daring pinto beans wake always about the furiously even instructions. express, special ideas wake furious",5992526
59527,Customer#000059527,82891.29139999999,487.46,IRAN,"r2a4LMv1DjQxWwOp8JLcPLpyee2wrH5,zUEJc",20-638-540-5246,"kly daring pinto beans wake always about the furiously even instructions. express, special ideas wake furious",5992526
59527,Customer#000059527,131510.75569999998,487.46,IRAN,"r2a4LMv1DjQxWwOp8JLcPLpyee2wrH5,zUEJc",20-638-540-5246,"kly daring pinto beans wake always about the furiously even instructions. express, special ideas wake furious",5992526
59770,Customer#000059770,167355.6592,-8.13,INDONESIA,"1YKvAXnYEP,NmPR GBeKflSf",19-975-309-3448,"the permanently express theodolites. ironic packages wake about the blithely special ideas. foxes cajole regular, t",5992527
59770,Customer#000059770,88971.90759999999,-8.13,INDONESIA,"1YKvAXnYEP,NmPR GBeKflSf",19-975-309-3448,"the permanently express theodolites. ironic packages wake about the blithely special ideas. foxes cajole regular, t",5992527
59770,Customer#000059770,61813.49759999999,-8.13,INDONESIA,"1YKvAXnYEP,NmPR GBeKflSf",19-975-309-3448,"the permanently express theodolites. ironic packages wake about the blithely special ideas. foxes cajole regular, t",5992527
59770,Customer#000059770,0.0,-8.13,INDONESIA,"1YKvAXnYEP,NmPR GBeKflSf",19-975-309-3448,"the permanently express theodolites. ironic packages wake about the blithely special ideas. foxes cajole regular, t",5992527
60922,Customer#000060922,46369.468799999995,8303.36,IRAN,YofzTBDvuJVG,20-888-965-5742,e final packages haggle furiously quickly ironic requests. blithely specia,6086468
60922,Customer#000060922,62835.26879999999,8303.36,IRAN,YofzTBDvuJVG,20-888-965-5742,e final packages haggle furiously quickly ironic requests. blithely specia,6086468
59527,Customer#000059527,124909.46129999998,487.46,IRAN,"r2a4LMv1DjQxWwOp8JLcPLpyee2wrH5,zUEJc",20-638-540-5246,"kly daring pinto beans wake always about the furiously even instructions. express, special ideas wake furious",6132625
59527,Customer#000059527,85706.85629999998,487.46,IRAN,"r2a4LMv1DjQxWwOp8JLcPLpyee2wrH5,zUEJc",20-638-540-5246,"kly daring pinto beans wake always about the furiously even instructions. express, special ideas wake furious",6132627
59527,Customer#000059527,48619.464299999985,487.46,IRAN,"r2a4LMv1DjQxWwOp8JLcPLpyee2wrH5,zUEJc",20-638-540-5246,"kly daring pinto beans wake always about the furiously even instructions. express, special ideas wake furious",6132629
59527,Customer#000059527,-1.4551915228366852E-11,487.46,IRAN,"r2a4LMv1DjQxWwOp8JLcPLpyee2wrH5,zUEJc",20-638-540-5246,"kly daring pinto beans wake always about the furiously even instructions. express, special ideas wake furious",6132631
60922,Customer#000060922,16465.799999999996,8303.36,IRAN,YofzTBDvuJVG,20-888-965-5742,e final packages haggle furiously quickly ironic requests. blithely specia,6319727
60922,Customer#000060922,-3.637978807091713E-12,8303.36,IRAN,YofzTBDvuJVG,20-888-965-5742,e final packages haggle furiously quickly ironic requests. blithely specia,6319729
